1471.8764,-55,859.5367,-44,1735.6842,-57
1595.9552,-55,845.4298,-52,2865.9125,-62
1375.4050,-52,1511.3602,-50,1663.2271,-56
1621.6338,-55,644.2792,-48,1495.4987,-54
984.9173,-50,838.3893,-46,1934.8042,-57
1990.2182,-52,963.7689,-49,1777.1506,-57
1222.0806,-51,1593.6876,-54,1680.5472,-54
1242.4749,-54,738.3376,-50,1209.9977,-53
975.0977,-50,952.4382,-50,1941.8307,-59
1016.9666,-56,932.0459,-47,2109.6317,-58
857.2725,-52,1345.1940,-55,2056.6859,-59
929.0261,-53,2058.1223,-61,1709.2475,-57
1077.8192,-48,1200.1767,-46,1959.2522,-55
1265.1333,-46,1237.0612,-47,2359.1969,-60
1130.6906,-48,1188.0924,-49,2145.8117,-59
1550.6363,-55,1006.0656,-49,1769.3459,-55
658.6277,-43,1837.6498,-55,2211.5215,-58
745.4868,-50,737.1773,-44,1864.0831,-52
380.9403,-40,1020.4146,-52,1421.2534,-61
393.5161,-48,881.1644,-54,2196.2652,-58
544.0000,-50,1224.3472,-52,1778.7106,-57
1734.2247,-56,1060.6742,-47,2194.1503,-59
1367.0984,-50,530.2269,-51,2286.0196,-60
603.4911,-43,1841.4265,-56,1903.5862,-53
1263.6208,-52,1373.1413,-55,1429.0571,-54
1787.2966,-56,1066.1373,-48,1901.0959,-56
1083.1051,-54,762.8599,-44,1606.5288,-55
808.9334,-52,780.9856,-49,1879.3927,-56
1920.7336,-57,1560.9587,-55,1487.1921,-55
2381.4635,-60,462.6420,-44,1583.1143,-57
1497.0098,-57,242.5128,-38,1621.6344,-57
1343.6834,-53,311.4159,-44,2047.1941,-58
