1750.7897,-57,964.8385,-56,703.2160,-50
1723.7779,-57,829.1968,-55,521.5821,-50
1749.8337,-57,737.5584,-57,529.9485,-50
1698.3219,-59,768.1448,-56,444.1233,-53
1713.9314,-59,796.0928,-57,484.6819,-53
1735.7857,-58,812.8179,-57,574.8671,-53
1736.9993,-59,853.4962,-57,598.9594,-53
1661.5835,-58,741.9963,-55,706.2118,-50
1747.7675,-57,793.7521,-57,684.3083,-51
2456.4702,-72,821.0665,-56,506.5352,-48
3838.8335,-74,979.5033,-55,434.7330,-50
2619.7045,-68,1076.2264,-56,459.2283,-49
2614.9544,-68,1165.2574,-56,467.4853,-49
2565.2715,-68,1124.6712,-59,472.6286,-50
2716.0603,-71,1161.0321,-55,478.8661,-51
3008.7400,-72,1123.8902,-54,484.1539,-51
2382.0183,-68,988.0888,-53,589.1421,-50
2655.1841,-70,926.0823,-53,581.4608,-50
2662.2965,-70,890.6177,-53,561.9494,-49
2557.7393,-68,951.1111,-52,502.2012,-48
2176.6978,-65,885.2188,-53,504.3157,-50
2165.0461,-66,874.4090,-55,505.7545,-50
2051.5817,-66,876.1542,-54,519.8055,-50
2045.6357,-65,807.7982,-52,515.1209,-51
2138.8105,-66,892.8703,-53,525.2656,-48
1853.6365,-65,892.9792,-53,525.5272,-49
2484.1501,-69,976.3834,-54,525.6942,-50
2452.9304,-68,1036.6938,-55,516.6816,-49
2543.3813,-70,997.9386,-53,448.6556,-50
2318.0193,-67,924.4655,-54,471.3141,-51
2210.6369,-64,908.6328,-52,798.4345,-53
2275.2280,-63,860.0908,-54,597.0695,-51
2116.3538,-65,881.9441,-53,491.7074,-50
2122.6308,-63,956.9705,-52,537.7794,-50
2372.1141,-66,891.3649,-52,462.8306,-50
2292.8051,-68,949.0665,-52,481.8883,-50
2518.2516,-67,892.7713,-52,514.3143,-51
2318.0198,-67,805.9117,-52,489.9725,-51
2430.9098,-67,888.9129,-51,495.4841,-50
2442.3582,-69,930.3356,-52,444.8789,-50
2701.6541,-71,927.5141,-52,428.4887,-50
2701.6530,-72,913.9718,-52,439.5906,-50
2467.8706,-70,930.5372,-52,483.9032,-50
2328.5156,-68,909.1269,-52,490.8710,-50
2474.3934,-68,841.1851,-52,603.7625,-49
2188.8081,-67,859.8775,-52,579.3225,-49
2238.8963,-67,837.6352,-51,535.5147,-49
2274.9675,-66,859.5377,-52,533.8516,-49
2166.2313,-66,821.1214,-52,569.5020,-50
2006.1082,-65,794.4768,-52,571.0116,-50
